S.NO,deviceID,Temp,aX,aY,aZ,accSrt,gX,gY,gZ,mX,mY,mZ,horiDir,cdate,Movement,Chewing,Heat
75,I1003,36,-0.32,0.92,0.22,1,-0.12,-1.83,1.4,24.94,46.46,-110.25,28.22,05-03-2022 12:40,Sitting,Head Upright But Moving Jaw/ Rumination,No
76,I1003,36,-0.31,0.9,0.24,0.98,0.61,4.76,-1.1,24.94,45.27,-107.95,28.85,05-03-2022 12:40,Sitting,Head Upright But Moving Jaw/ Rumination,No
77,I1003,36,-0.34,0.87,0.24,0.96,2.14,-1.77,1.1,24.94,53.61,-113.7,24.94,05-03-2022 12:40,Sitting,Head Upright But Moving Jaw/ Rumination,No
78,I1003,36,-0.38,0.91,0.24,1.01,0.85,-4.94,-1.46,23.75,44.08,-111.4,28.31,05-03-2022 12:40,Sitting,Head Upright But Moving Jaw/ Rumination,No
79,I1003,36,-0.35,0.89,0.23,0.99,1.65,-0.49,-2.08,23.75,44.08,-110.25,28.31,05-03-2022 12:40,Sitting,Head Upright But Moving Jaw/ Rumination,No
80,I1003,36,-0.4,0.95,0.22,1.05,-9.46,4.15,2.99,26.13,48.85,-112.55,28.14,05-03-2022 12:40,Sitting,Head Upright But Moving Jaw/ Rumination,No
81,I1003,36,-0.31,0.88,0.24,0.97,4.52,7.51,-0.18,26.13,42.89,-109.1,31.35,05-03-2022 12:40,Sitting,Head Upright But Moving Jaw/ Rumination,No
82,I1003,36,-0.27,0.97,0.23,1.03,3.36,-7.2,-1.4,28.5,47.66,-115.99,30.88,05-03-2022 12:40,Sitting,Head Upright But Moving Jaw/ Rumination,No
83,I1003,36,-0.34,0.89,0.21,0.98,-2.81,-0.73,0.98,23.75,41.7,-111.4,29.66,05-03-2022 12:40,Sitting,Head Upright But Moving Jaw/ Rumination,No
84,I1003,36,-0.34,0.91,0.21,0.99,4.46,6.65,-2.75,23.75,41.7,-111.4,29.66,05-03-2022 12:40,Sitting,Head Upright But Moving Jaw/ Rumination,No
85,I1003,36,-0.35,0.88,0.22,0.97,8.48,2.5,-1.16,23.75,41.7,-111.4,29.66,05-03-2022 12:40,Sitting,Head Upright But Moving Jaw/ Rumination,No
86,I1003,36,-0.38,0.68,0.61,0.99,-3.6,112.79,27.83,30.88,84.59,-98.77,20.05,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
87,I1003,36,-0.09,0.97,0.7,1.2,-36.68,-75.81,-8.54,22.56,101.27,-68.91,12.56,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
88,I1003,36,-0.36,0.81,0.34,0.95,2.56,-6.53,-4.21,22.56,59.57,-106.8,20.74,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
89,I1003,36,-0.4,0.87,0.33,1.01,2.5,-12.27,-1.71,20.19,52.42,-110.25,21.06,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
90,I1003,36,-0.35,0.86,0.32,0.98,1.46,-6.41,-3.36,24.94,47.66,-111.4,27.62,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
91,I1003,36,-0.3,0.88,0.27,0.97,-18.49,-4.94,5.98,23.75,50.04,-107.95,25.39,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
92,I1003,36,-0.38,0.87,0.25,0.98,0.24,3.17,-5.98,22.56,35.74,-114.84,32.26,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
93,I1003,36,-0.18,0.97,0.23,1.01,1.22,20.57,3.54,27.31,44.08,-112.55,31.78,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
94,I1003,36,-0.35,0.86,0.3,0.97,7.02,-5.62,-2.75,26.13,53.61,-114.84,25.98,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
95,I1003,36,-0.33,0.87,0.25,0.96,-11.84,0.24,3.36,23.75,45.27,-111.4,27.68,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
96,I1003,36,-0.35,0.91,0.26,1.01,0.55,0,-2.38,22.56,45.27,-110.25,26.49,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
97,I1003,36,-0.31,0.92,0.25,1,-2.87,-0.43,-1.46,21.38,48.85,-110.25,23.63,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
98,I1003,36,-0.31,0.89,0.25,0.98,5.86,-0.79,-1.16,23.75,47.66,-110.25,26.49,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
99,I1003,36,-0.32,0.88,0.26,0.98,-19.84,-5.19,3.66,22.56,46.46,-107.95,25.9,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
100,I1003,36,-0.34,0.91,0.24,1.01,4.76,-3.97,-2.87,26.13,46.46,-110.25,29.35,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
101,I1003,36,-0.32,0.9,0.24,0.99,-1.89,-2.62,0.06,20.19,45.27,-109.1,24.03,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
102,I1003,36,-0.33,0.91,0.26,1,1.83,2.93,-1.89,22.56,46.46,-110.25,25.9,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
103,I1003,36,-0.32,0.9,0.24,0.98,-10.8,-1.4,4.76,26.13,45.27,-110.25,29.99,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
104,I1003,36,-0.37,0.91,0.25,1.01,1.77,-1.46,-0.24,23.75,45.27,-109.1,27.68,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
105,I1003,36,-0.37,0.89,0.25,0.99,-0.06,-0.49,-2.01,24.94,46.46,-109.1,28.22,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
106,I1003,36,-0.33,0.88,0.23,0.97,-16.48,-4.33,4.76,20.19,46.46,-109.1,23.48,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
107,I1003,36,-0.36,0.91,0.25,1.01,2.87,-0.73,-0.98,26.13,46.46,-109.1,29.35,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
108,I1003,36,-0.35,0.88,0.25,0.98,-4.46,-5.62,-6.04,22.56,45.27,-109.1,26.49,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
109,I1003,36,-0.35,0.91,0.24,1,-1.28,0.85,-0.73,26.13,48.85,-110.25,28.14,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
110,I1003,36,-0.34,0.9,0.25,0.99,-2.2,0.43,-0.49,24.94,46.46,-110.25,28.22,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
111,I1003,36,-0.34,0.9,0.24,0.99,-0.67,-1.89,-1.46,26.13,44.08,-109.1,30.65,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
112,I1003,36,-0.34,0.92,0.27,1.01,-6.9,8.06,-2.08,23.75,46.46,-111.4,27.07,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
113,I1003,36,-0.31,0.87,0.24,0.96,-2.38,2.93,0.67,23.75,47.66,-109.1,26.49,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
114,I1003,36,-0.45,0.85,0.2,0.98,-13.79,-5.07,5.25,21.38,46.46,-110.25,24.7,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
115,I1003,36,-0.31,0.96,0.23,1.04,-5.37,13.79,-0.12,23.75,47.66,-109.1,26.49,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
116,I1003,36,-0.33,0.92,0.24,1,5.68,-2.87,-3.6,24.94,46.46,-110.25,28.22,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
117,I1003,36,-0.3,0.91,0.22,0.98,-0.79,-0.49,-1.04,26.13,47.66,-110.25,28.73,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
118,I1003,36,-0.4,0.93,0.22,1.04,-4.88,5.74,3.85,24.94,48.85,-110.25,27.05,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
119,I1003,36,-0.32,0.89,0.23,0.97,8.42,-0.18,-3.3,24.94,48.85,-107.95,27.05,05-03-2022 12:41,Sitting,Head Upright But Moving Jaw/ Rumination,No
182,I1003,36,0.14,0.91,0.1,0.92,-3.36,-1.16,-1.4,42.75,-4.77,-11.48,96.36,05-03-2022 12:29,Sitting,No Movement of Jaw,No
183,I1003,36,0.16,0.96,0.11,0.98,-0.61,0.49,-0.18,41.56,-3.57,-11.48,94.92,05-03-2022 12:29,Sitting,No Movement of Jaw,No
184,I1003,36,0.18,0.95,0.11,0.97,-1.4,0.61,-0.61,40.38,-3.57,-8.04,95.06,05-03-2022 12:30,Sitting,No Movement of Jaw,No
185,I1003,36,0.17,0.98,0.12,1,-0.92,0.18,-0.92,42.75,-3.57,-11.48,94.78,05-03-2022 12:30,Sitting,No Movement of Jaw,No
186,I1003,36,0.17,0.97,0.1,0.99,-1.71,-0.12,-0.37,41.56,-3.57,-11.48,94.92,05-03-2022 12:30,Sitting,No Movement of Jaw,No
187,I1003,36,0.17,0.96,0.11,0.98,-1.53,0.67,-0.06,42.75,-2.38,-9.19,93.19,05-03-2022 12:30,Sitting,No Movement of Jaw,No
188,I1003,36,0.17,0.97,0.1,0.99,-1.53,0.18,-0.55,43.94,-2.38,-11.48,93.1,05-03-2022 12:30,Sitting,No Movement of Jaw,No
189,I1003,36,0.17,0.96,0.11,0.98,-1.1,0.43,0.24,41.56,-2.38,-10.34,93.28,05-03-2022 12:30,Sitting,No Movement of Jaw,No
190,I1003,36,0.17,0.97,0.1,0.98,-1.1,0.12,-0.98,41.56,-2.38,-10.34,93.28,05-03-2022 12:30,Sitting,No Movement of Jaw,No
191,I1003,36,0.17,0.96,0.11,0.98,-1.34,0.37,-0.61,40.38,-4.77,-12.63,96.73,05-03-2022 12:30,Sitting,No Movement of Jaw,No
192,I1003,36,0.17,0.96,0.12,0.98,-1.04,-0.12,-1.04,43.94,-4.77,-11.48,96.19,05-03-2022 12:30,Sitting,No Movement of Jaw,No
193,I1003,36,0.17,0.96,0.11,0.99,-1.22,0.06,-0.98,43.94,-4.77,-10.34,96.19,05-03-2022 12:30,Sitting,No Movement of Jaw,No
194,I1003,36,0.17,0.96,0.11,0.98,-1.28,-0.24,-0.18,41.56,-10.72,-6.89,104.47,05-03-2022 12:30,Sitting,No Movement of Jaw,No
195,I1003,36,0.17,0.96,0.11,0.98,-1.22,0.61,-0.18,39.19,-11.91,-4.59,106.91,05-03-2022 12:30,Sitting,No Movement of Jaw,No
196,I1003,36,0.17,0.96,0.11,0.98,-1.34,0.37,-0.49,41.56,-11.91,-5.74,106,05-03-2022 12:30,Sitting,No Movement of Jaw,No
197,I1003,36,0.18,0.96,0.11,0.99,-1.65,0.06,-0.37,39.19,-10.72,-5.74,105.3,05-03-2022 12:30,Sitting,No Movement of Jaw,No
198,I1003,36,0.17,0.96,0.11,0.98,-1.34,0.24,-0.06,40.38,-13.11,-4.59,107.98,05-03-2022 12:30,Sitting,No Movement of Jaw,No
199,I1003,36,0.17,0.96,0.11,0.99,-1.4,0.18,-0.73,40.38,-10.72,-9.19,104.87,05-03-2022 12:30,Sitting,No Movement of Jaw,No
200,I1003,36,0.17,0.96,0.1,0.98,-1.1,0.49,0,40.38,-10.72,-3.45,104.87,05-03-2022 12:30,Sitting,No Movement of Jaw,No
201,I1003,36,0.18,0.97,0.11,1,-0.98,0.06,-0.49,42.75,-10.72,-5.74,104.08,05-03-2022 12:30,Sitting,No Movement of Jaw,No
202,I1003,36,0.16,0.96,0.11,0.98,-1.34,0.49,-0.79,43.94,-11.91,-8.04,105.17,05-03-2022 12:30,Sitting,No Movement of Jaw,No
203,I1003,36,0.16,1,0.12,1.02,-1.46,0.43,-0.61,40.38,-10.72,-8.04,104.87,05-03-2022 12:30,Sitting,No Movement of Jaw,No
204,I1003,36,0.17,0.96,0.1,0.98,-1.89,0.12,-0.49,41.56,-4.77,-10.34,96.54,05-03-2022 12:30,Sitting,No Movement of Jaw,No
205,I1003,36,0.17,0.96,0.11,0.98,-0.61,0.37,-0.73,40.38,-8.34,-4.59,101.67,05-03-2022 12:30,Sitting,No Movement of Jaw,No
206,I1003,36,0.17,0.96,0.1,0.98,-1.77,-0.55,-0.67,41.56,-9.53,-8.04,102.92,05-03-2022 12:30,Sitting,No Movement of Jaw,No
207,I1003,36,0.17,0.96,0.11,0.98,-1.22,0.61,0,41.56,-9.53,-6.89,102.92,05-03-2022 12:30,Sitting,No Movement of Jaw,No
208,I1003,36,0.17,0.96,0.1,0.98,-1.04,0.67,-0.73,40.38,-8.34,-9.19,101.67,05-03-2022 12:30,Sitting,No Movement of Jaw,No
209,I1003,36,0.17,0.97,0.11,0.99,-1.4,0.12,-0.49,40.38,-11.91,-5.74,106.44,05-03-2022 12:30,Sitting,No Movement of Jaw,No
210,I1003,36,0.17,0.96,0.1,0.98,-1.65,0.18,-0.31,39.19,-11.91,-5.74,106.91,05-03-2022 12:30,Sitting,No Movement of Jaw,No
211,I1003,36,0.17,0.96,0.1,0.98,-1.77,0.12,-0.24,40.38,-10.72,-4.59,104.87,05-03-2022 12:30,Sitting,No Movement of Jaw,No
212,I1003,36,0.17,0.96,0.1,0.99,-1.65,0.31,-0.79,38,-11.91,-5.74,107.41,05-03-2022 12:30,Sitting,No Movement of Jaw,No
213,I1003,36,0.17,0.96,0.1,0.98,-1.59,-0.06,-0.79,40.38,-10.72,-3.45,104.87,05-03-2022 12:30,Sitting,No Movement of Jaw,No
214,I1003,36,0.18,0.96,0.11,0.98,-1.89,0.49,0.06,39.19,-9.53,-5.74,103.67,05-03-2022 12:30,Sitting,No Movement of Jaw,No
215,I1003,36,0.17,0.97,0.11,0.99,-0.67,-0.49,-0.61,40.38,-11.91,-5.74,106.44,05-03-2022 12:30,Sitting,No Movement of Jaw,No
216,I1003,36,0.17,0.96,0.1,0.98,-1.4,0.73,-0.67,41.56,-10.72,-5.74,104.47,05-03-2022 12:30,Sitting,No Movement of Jaw,No
217,I1003,36,0.17,0.95,0.11,0.97,-1.71,0.49,-0.37,43.94,-2.38,-11.48,93.1,05-03-2022 12:30,Sitting,No Movement of Jaw,No
218,I1003,36,0.17,0.97,0.11,0.99,-1.65,0.43,-0.18,43.94,-3.57,-11.48,94.65,05-03-2022 12:30,Sitting,No Movement of Jaw,No
219,I1003,36,0.17,0.96,0.1,0.98,-1.28,0.24,-0.24,41.56,-4.77,-6.89,96.54,05-03-2022 12:30,Sitting,No Movement of Jaw,No
220,I1003,36,0.16,0.96,0.1,0.98,-1.59,0.61,-0.43,43.94,-4.77,-8.04,96.19,05-03-2022 12:30,Sitting,No Movement of Jaw,No
221,I1003,36,0.17,0.96,0.1,0.98,-1.34,0.24,-0.24,41.56,-3.57,-10.34,94.92,05-03-2022 12:30,Sitting,No Movement of Jaw,No
222,I1003,36,0.17,0.96,0.1,0.98,-1.89,0.37,-0.12,41.56,-9.53,-8.04,102.92,05-03-2022 12:30,Sitting,No Movement of Jaw,No
223,I1003,36,0.17,0.97,0.11,0.99,-0.98,0.06,-0.79,39.19,-11.91,-4.59,106.91,05-03-2022 12:30,Sitting,No Movement of Jaw,No
224,I1003,36,0.17,0.96,0.1,0.98,-1.16,0,-0.73,39.19,-5.96,-11.48,98.64,05-03-2022 12:30,Sitting,No Movement of Jaw,No
225,I1003,36,0.17,0.96,0.1,0.98,-1.22,0.92,0.18,41.56,-10.72,-5.74,104.47,05-03-2022 12:30,Sitting,No Movement of Jaw,No
226,I1003,36,0.17,0.96,0.11,0.98,-0.73,-0.12,0.18,39.19,-9.53,-5.74,103.67,05-03-2022 12:30,Sitting,No Movement of Jaw,No
227,I1003,36,0.17,0.96,0.11,0.99,-1.34,0.37,-0.37,40.38,-8.34,-5.74,101.67,05-03-2022 12:30,Sitting,No Movement of Jaw,No
228,I1003,36,0.17,0.97,0.11,0.99,-1.71,0.06,-0.55,40.38,-9.53,-6.89,103.28,05-03-2022 12:30,Sitting,No Movement of Jaw,No
229,I1003,36,0.16,0.95,0.12,0.98,2.26,4.7,2.93,40.38,-8.34,-5.74,101.67,05-03-2022 12:30,Sitting,No Movement of Jaw,No
230,I1003,36,0.18,0.97,0.11,1,-0.85,0.67,-0.24,42.75,-3.57,-9.19,94.78,05-03-2022 12:30,Sitting,No Movement of Jaw,No
231,I1003,36,0.17,0.96,0.1,0.98,-1.46,-1.28,-1.4,40.38,-9.53,-5.74,103.28,05-03-2022 12:30,Sitting,No Movement of Jaw,No
232,I1003,36,0.18,0.97,0.1,0.99,-1.53,0.31,-0.49,40.38,-13.11,-3.45,107.98,05-03-2022 12:30,Sitting,No Movement of Jaw,No
233,I1003,36,0.17,0.96,0.11,0.99,-1.4,0.31,-0.18,45.13,-2.38,-6.89,93.02,05-03-2022 12:30,Sitting,No Movement of Jaw,No
234,I1003,36,0.17,0.96,0.1,0.98,-1.28,-0.49,-0.79,38,-10.72,-4.59,105.76,05-03-2022 12:30,Sitting,No Movement of Jaw,No
235,I1003,36,0.17,0.96,0.1,0.98,-1.53,0.18,-0.37,40.38,-9.53,-2.3,103.28,05-03-2022 12:30,Sitting,No Movement of Jaw,No
236,I1003,36,0.17,0.96,0.1,0.98,-1.28,0,-0.31,42.75,-10.72,-3.45,104.08,05-03-2022 12:30,Sitting,No Movement of Jaw,No
237,I1003,36,0.17,0.96,0.1,0.98,-1.34,-0.67,-0.67,39.19,-7.15,-5.74,100.34,05-03-2022 12:30,Sitting,No Movement of Jaw,No
238,I1003,36,0.17,0.96,0.1,0.98,-1.83,0.24,-0.18,39.19,-8.34,-4.59,102.01,05-03-2022 12:30,Sitting,No Movement of Jaw,No
239,I1003,36,0.18,0.96,0.1,0.98,-1.28,0.37,-0.67,42.75,-11.91,-5.74,105.57,05-03-2022 12:30,Sitting,No Movement of Jaw,No
303,I1003,37,-0.26,0.93,0.22,0.99,-2.2,-0.12,-1.59,24.94,52.42,-113.7,25.44,05-03-2022 12:19,Sitting,No Movement of Jaw,No
304,I1003,37,-0.27,0.93,0.22,0.99,-1.95,0.49,-1.04,24.94,52.42,-117.14,25.44,05-03-2022 12:19,Sitting,No Movement of Jaw,No
305,I1003,37,-0.26,0.93,0.22,0.99,-1.53,-0.49,-0.49,24.94,53.61,-114.84,24.94,05-03-2022 12:19,Sitting,No Movement of Jaw,No
306,I1003,37,-0.26,0.93,0.22,0.99,-1.71,0.43,-0.98,27.31,53.61,-115.99,27,05-03-2022 12:19,Sitting,No Movement of Jaw,No
307,I1003,37,-0.27,0.93,0.22,0.99,-1.46,0.49,-0.31,26.13,50.04,-113.7,27.57,05-03-2022 12:19,Sitting,No Movement of Jaw,No
308,I1003,37,-0.26,0.93,0.23,0.99,-1.46,0.37,-0.61,24.94,53.61,-113.7,24.94,05-03-2022 12:19,Sitting,No Movement of Jaw,No
309,I1003,37,-0.27,0.93,0.21,0.99,-1.34,-0.61,-0.73,21.38,47.66,-111.4,24.16,05-03-2022 12:19,Sitting,No Movement of Jaw,No
310,I1003,37,-0.28,0.93,0.21,0.99,3.85,-8.67,0.31,23.75,46.46,-115.99,27.07,05-03-2022 12:19,Sitting,No Movement of Jaw,No
311,I1003,37,-0.29,0.92,0.21,0.99,-2.75,0.85,-1.1,23.75,36.93,-114.84,32.74,05-03-2022 12:19,Sitting,No Movement of Jaw,No
312,I1003,37,-0.28,0.92,0.21,0.99,-2.2,0.79,0.06,21.38,39.32,-113.7,28.53,05-03-2022 12:19,Sitting,No Movement of Jaw,No
313,I1003,37,-0.35,0.93,0.11,1,5.07,-23.86,-2.5,17.81,17.87,-111.4,44.91,05-03-2022 12:19,Sitting,No Movement of Jaw,No
314,I1003,37,-0.33,0.92,0.16,0.99,0.06,14.89,-0.37,16.63,9.53,-109.1,60.17,05-03-2022 12:19,Sitting,No Movement of Jaw,No
315,I1003,37,-0.31,0.91,0.2,0.98,-6.1,12.45,1.53,21.38,33.36,-113.7,32.65,05-03-2022 12:19,Sitting,No Movement of Jaw,No
316,I1003,37,-0.31,0.91,0.22,0.99,-3.05,2.81,0.37,24.94,35.74,-111.4,34.9,05-03-2022 12:19,Sitting,No Movement of Jaw,No
317,I1003,37,-0.3,0.92,0.23,0.99,-1.89,0.43,-0.49,22.56,41.7,-111.4,28.42,05-03-2022 12:19,Sitting,No Movement of Jaw,No
318,I1003,37,-0.3,0.92,0.22,0.99,-1.71,0.24,-0.55,22.56,41.7,-109.1,28.42,05-03-2022 12:19,Sitting,No Movement of Jaw,No
319,I1003,37,-0.3,0.92,0.22,0.99,-1.22,0,-1.22,24.94,40.51,-109.1,31.62,05-03-2022 12:19,Sitting,No Movement of Jaw,No
320,I1003,37,-0.3,0.92,0.21,0.99,-2.2,0.67,-0.12,21.38,42.89,-110.25,26.49,05-03-2022 12:19,Sitting,No Movement of Jaw,No
321,I1003,37,-0.29,0.92,0.22,0.99,-2.38,0.31,-0.61,23.75,41.7,-113.7,29.66,05-03-2022 12:19,Sitting,No Movement of Jaw,No
322,I1003,37,-0.3,0.92,0.21,0.99,-0.98,0.43,0.37,28.5,50.04,-117.14,29.66,05-03-2022 12:19,Sitting,No Movement of Jaw,No
323,I1003,37,-0.3,0.92,0.21,0.99,-1.65,0.31,-0.55,24.94,50.04,-117.14,26.49,05-03-2022 12:19,Sitting,No Movement of Jaw,No
324,I1003,37,-0.3,0.92,0.22,0.99,-1.16,0.12,-0.61,23.75,41.7,-111.4,29.66,05-03-2022 12:19,Sitting,No Movement of Jaw,No
325,I1003,37,-0.3,0.92,0.21,0.99,-1.65,-0.37,-0.18,23.75,47.66,-115.99,26.49,05-03-2022 12:19,Sitting,No Movement of Jaw,No
326,I1003,37,-0.3,0.92,0.21,0.99,-1.77,0.79,-0.61,22.56,40.51,-112.55,29.12,05-03-2022 12:19,Sitting,No Movement of Jaw,No
327,I1003,37,-0.3,0.92,0.21,0.99,-0.67,-0.55,-0.49,22.56,41.7,-109.1,28.42,05-03-2022 12:19,Sitting,No Movement of Jaw,No
328,I1003,37,-0.3,0.92,0.21,0.99,-1.77,0,-0.98,22.56,41.7,-107.95,28.42,05-03-2022 12:19,Sitting,No Movement of Jaw,No
329,I1003,37,-0.3,0.92,0.21,0.99,-1.95,0.24,-1.22,21.38,41.7,-110.25,27.14,05-03-2022 12:19,Sitting,No Movement of Jaw,No
330,I1003,37,-0.3,0.92,0.21,0.99,-0.92,-0.55,-0.12,24.94,39.32,-109.1,32.39,05-03-2022 12:19,Sitting,No Movement of Jaw,No
331,I1003,37,-0.31,0.92,0.21,0.99,-1.46,0.98,-0.85,23.75,41.7,-113.7,29.66,05-03-2022 12:19,Sitting,No Movement of Jaw,No
332,I1003,37,-0.3,0.92,0.21,0.99,-1.4,0.49,-1.16,22.56,41.7,-110.25,28.42,05-03-2022 12:19,Sitting,No Movement of Jaw,No
333,I1003,37,-0.31,0.92,0.2,0.99,-1.77,0.67,-0.98,21.38,41.7,-109.1,27.14,05-03-2022 12:19,Sitting,No Movement of Jaw,No
334,I1003,37,-0.31,0.93,0.22,1,-1.22,1.1,-0.24,23.75,41.7,-111.4,29.66,05-03-2022 12:19,Sitting,No Movement of Jaw,No
335,I1003,37,-0.3,0.91,0.21,0.99,-1.59,-0.24,-0.18,23.75,41.7,-111.4,29.66,05-03-2022 12:19,Sitting,No Movement of Jaw,No
336,I1003,37,-0.31,0.92,0.21,0.99,-1.77,0.18,-1.04,23.75,41.7,-111.4,29.66,05-03-2022 12:20,Sitting,No Movement of Jaw,No
337,I1003,37,-0.29,0.91,0.21,0.98,-0.98,0.06,-0.73,24.94,41.7,-111.4,30.88,05-03-2022 12:20,Sitting,No Movement of Jaw,No
338,I1003,37,-0.3,0.92,0.21,0.99,-0.55,0.73,-0.37,27.31,45.27,-111.4,31.1,05-03-2022 12:20,Sitting,No Movement of Jaw,No
339,I1003,37,-0.3,0.92,0.21,0.99,-0.98,0.06,0.18,24.94,41.7,-109.1,30.88,05-03-2022 12:20,Sitting,No Movement of Jaw,No
340,I1003,37,-0.29,0.91,0.21,0.98,-1.95,1.1,-0.31,22.56,42.89,-107.95,27.75,05-03-2022 12:20,Sitting,No Movement of Jaw,No
341,I1003,37,-0.31,0.93,0.22,1,-1.95,1.28,-0.73,23.75,46.46,-117.14,27.07,05-03-2022 12:20,Sitting,No Movement of Jaw,No
342,I1003,37,-0.3,0.92,0.21,0.99,-1.95,0.98,-0.79,22.56,40.51,-110.25,29.12,05-03-2022 12:20,Sitting,No Movement of Jaw,No
343,I1003,37,-0.3,0.91,0.22,0.99,-0.73,-0.73,-0.98,23.75,44.08,-109.1,28.31,05-03-2022 12:20,Sitting,No Movement of Jaw,No
344,I1003,37,-0.3,0.92,0.21,0.99,-0.73,0.49,-1.04,24.94,41.7,-110.25,30.88,05-03-2022 12:20,Sitting,No Movement of Jaw,No
